State,Year,Quater,Pincodes,Registered_Users
Ladakh,2023,1,194103,8776
Ladakh,2023,1,194107,7971
Ladakh,2023,1,194401,7342
Ladakh,2023,1,194102,5242
Ladakh,2023,1,194105,4663
Ladakh,2023,1,194106,3062
Ladakh,2023,1,194109,2960
Ladakh,2023,2,194104,25357
Ladakh,2023,2,194101,22399
Ladakh,2023,2,194201,17688
Ladakh,2023,2,194103,9138
Ladakh,2023,2,194107,8300
Ladakh,2023,2,194401,7705
Ladakh,2023,2,194102,5492
Ladakh,2023,2,194105,4888
Ladakh,2023,2,194106,3214
Ladakh,2023,2,194109,3100
Ladakh,2023,3,194104,26346
Ladakh,2023,3,194101,23265
Ladakh,2023,3,194201,18391
Ladakh,2023,3,194103,9525
Ladakh,2023,3,194107,8645
Ladakh,2023,3,194401,8019
Ladakh,2023,3,194102,5722
Ladakh,2023,3,194105,5090
Ladakh,2023,3,194106,3343
Ladakh,2023,3,194109,3268
Ladakh,2023,4,194104,27266
Ladakh,2023,4,194101,24102
Ladakh,2023,4,194201,19063
Ladakh,2023,4,194103,9855
Ladakh,2023,4,194107,8985
Ladakh,2023,4,194401,8330
Ladakh,2023,4,194102,5923
Ladakh,2023,4,194105,5300
Ladakh,2023,4,194106,3470
Ladakh,2023,4,194109,3373
Lakshadweep,2018,1,682555,175
Lakshadweep,2018,1,682557,85
Lakshadweep,2018,1,682551,78
Lakshadweep,2018,1,682559,71
Lakshadweep,2018,1,682552,44
Lakshadweep,2018,1,682556,37
Lakshadweep,2018,1,682554,10
Lakshadweep,2018,1,682558,1
Lakshadweep,2018,2,682555,246
Lakshadweep,2018,2,682551,126
Lakshadweep,2018,2,682557,94
Lakshadweep,2018,2,682559,82
Lakshadweep,2018,2,682552,61
Lakshadweep,2018,2,682556,56
Lakshadweep,2018,2,682554,18
Lakshadweep,2018,2,682558,3
Lakshadweep,2018,3,682555,338
Lakshadweep,2018,3,682551,175
Lakshadweep,2018,3,682557,131
Lakshadweep,2018,3,682559,93
Lakshadweep,2018,3,682552,86
Lakshadweep,2018,3,682556,68
Lakshadweep,2018,3,682554,22
Lakshadweep,2018,3,682558,5
Lakshadweep,2018,4,682555,429
Lakshadweep,2018,4,682551,241
Lakshadweep,2018,4,682557,148
Lakshadweep,2018,4,682559,116
Lakshadweep,2018,4,682552,110
Lakshadweep,2018,4,682556,84
Lakshadweep,2018,4,682554,23
Lakshadweep,2018,4,682558,5
Lakshadweep,2019,1,682555,549
Lakshadweep,2019,1,682551,299
Lakshadweep,2019,1,682557,166
Lakshadweep,2019,1,682552,132
Lakshadweep,2019,1,682559,129
Lakshadweep,2019,1,682556,107
Lakshadweep,2019,1,682554,29
Lakshadweep,2019,1,682558,5
Lakshadweep,2019,2,682555,685
Lakshadweep,2019,2,682551,367
Lakshadweep,2019,2,682557,201
Lakshadweep,2019,2,682552,158
Lakshadweep,2019,2,682559,155
Lakshadweep,2019,2,682556,139
Lakshadweep,2019,2,682554,35
Lakshadweep,2019,2,682558,7
Lakshadweep,2019,3,682555,813
Lakshadweep,2019,3,682551,469
Lakshadweep,2019,3,682557,243
Lakshadweep,2019,3,682552,185
Lakshadweep,2019,3,682559,176
Lakshadweep,2019,3,682556,173
Lakshadweep,2019,3,682554,51
Lakshadweep,2019,3,682558,7
Lakshadweep,2019,4,682555,923
Lakshadweep,2019,4,682551,538
Lakshadweep,2019,4,682557,279
Lakshadweep,2019,4,682552,212
Lakshadweep,2019,4,682559,195
Lakshadweep,2019,4,682556,193
Lakshadweep,2019,4,682554,77
Lakshadweep,2019,4,682558,10
Lakshadweep,2020,1,682555,1032
Lakshadweep,2020,1,682551,633
Lakshadweep,2020,1,682557,332
Lakshadweep,2020,1,682552,248
Lakshadweep,2020,1,682556,227
Lakshadweep,2020,1,682559,200
Lakshadweep,2020,1,682554,89
Lakshadweep,2020,1,682558,11
Lakshadweep,2020,2,682555,1178
Lakshadweep,2020,2,682551,744
Lakshadweep,2020,2,682557,376
Lakshadweep,2020,2,682552,274
Lakshadweep,2020,2,682556,271
Lakshadweep,2020,2,682559,207
Lakshadweep,2020,2,682554,121
Lakshadweep,2020,2,682558,16
Lakshadweep,2020,3,682555,1334
Lakshadweep,2020,3,682551,866
Lakshadweep,2020,3,682557,429
Lakshadweep,2020,3,682552,323
Lakshadweep,2020,3,682556,311
Lakshadweep,2020,3,682559,220
Lakshadweep,2020,3,682554,142
Lakshadweep,2020,3,682558,19
Lakshadweep,2020,4,682555,1530
Lakshadweep,2020,4,682551,981
Lakshadweep,2020,4,682557,480
Lakshadweep,2020,4,682552,388
Lakshadweep,2020,4,682556,354
Lakshadweep,2020,4,682559,256
Lakshadweep,2020,4,682554,168
Lakshadweep,2020,4,682558,22
Lakshadweep,2021,1,682555,1664
Lakshadweep,2021,1,682551,1083
Lakshadweep,2021,1,682557,524
Lakshadweep,2021,1,682552,427
Lakshadweep,2021,1,682556,396
Lakshadweep,2021,1,682559,276
Lakshadweep,2021,1,682554,181
Lakshadweep,2021,1,682558,26
Lakshadweep,2021,2,682555,1780
Lakshadweep,2021,2,682551,1154
Lakshadweep,2021,2,682557,559
Lakshadweep,2021,2,682552,463
Lakshadweep,2021,2,682556,424
Lakshadweep,2021,2,682559,295
Lakshadweep,2021,2,682554,194
Lakshadweep,2021,2,682558,27
Lakshadweep,2021,3,682555,1914
Lakshadweep,2021,3,682551,1237
Lakshadweep,2021,3,682557,607
Lakshadweep,2021,3,682552,504
Lakshadweep,2021,3,682556,461
Lakshadweep,2021,3,682559,321
Lakshadweep,2021,3,682554,212
Lakshadweep,2021,3,682558,31
Lakshadweep,2021,4,682555,2037
Lakshadweep,2021,4,682551,1321
Lakshadweep,2021,4,682557,654
Lakshadweep,2021,4,682552,536
Lakshadweep,2021,4,682556,486
Lakshadweep,2021,4,682559,339
Lakshadweep,2021,4,682554,233
Lakshadweep,2021,4,682558,32
Lakshadweep,2022,1,682555,2165
Lakshadweep,2022,1,682551,1400
Lakshadweep,2022,1,682557,692
Lakshadweep,2022,1,682552,570
Lakshadweep,2022,1,682556,519
Lakshadweep,2022,1,682559,363
Lakshadweep,2022,1,682554,246
Lakshadweep,2022,1,682558,35
Lakshadweep,2022,2,682555,2279
Lakshadweep,2022,2,682551,1473
Lakshadweep,2022,2,682557,732
Lakshadweep,2022,2,682552,609
Lakshadweep,2022,2,682556,558
Lakshadweep,2022,2,682559,379
Lakshadweep,2022,2,682554,261
Lakshadweep,2022,2,682558,36
Lakshadweep,2022,3,682555,2391
Lakshadweep,2022,3,682551,1555
Lakshadweep,2022,3,682557,766
Lakshadweep,2022,3,682552,642
Lakshadweep,2022,3,682556,592
Lakshadweep,2022,3,682559,389
Lakshadweep,2022,3,682554,273
Lakshadweep,2022,3,682558,37
Lakshadweep,2022,4,682555,2520
Lakshadweep,2022,4,682551,1627
Lakshadweep,2022,4,682557,797
Lakshadweep,2022,4,682552,675
Lakshadweep,2022,4,682556,609
Lakshadweep,2022,4,682559,409
Lakshadweep,2022,4,682554,285
Lakshadweep,2022,4,682558,39
Lakshadweep,2023,1,682555,2629
Lakshadweep,2023,1,682551,1697
Lakshadweep,2023,1,682557,833
Lakshadweep,2023,1,682552,703
Lakshadweep,2023,1,682556,638
Lakshadweep,2023,1,682559,427
Lakshadweep,2023,1,682554,298
Lakshadweep,2023,1,682558,42
Lakshadweep,2023,2,682555,2739
Lakshadweep,2023,2,682551,1775
Lakshadweep,2023,2,682557,867
Lakshadweep,2023,2,682552,740
Lakshadweep,2023,2,682556,663
Lakshadweep,2023,2,682559,446
Lakshadweep,2023,2,682554,312
Lakshadweep,2023,2,682558,43
Lakshadweep,2023,3,682555,2843
Lakshadweep,2023,3,682551,1866
Lakshadweep,2023,3,682557,902
Lakshadweep,2023,3,682552,772
Lakshadweep,2023,3,682556,693
Lakshadweep,2023,3,682559,462
Lakshadweep,2023,3,682554,326
Lakshadweep,2023,3,682558,48
Lakshadweep,2023,4,682555,2962
Lakshadweep,2023,4,682551,1938
Lakshadweep,2023,4,682557,929
Lakshadweep,2023,4,682552,802
Lakshadweep,2023,4,682556,718
Lakshadweep,2023,4,682559,484
Lakshadweep,2023,4,682554,340
Lakshadweep,2023,4,682558,52
Madhya Pradesh,2018,1,452001,42977
Madhya Pradesh,2018,1,452010,40850
Madhya Pradesh,2018,1,455001,37899
Madhya Pradesh,2018,1,482002,37645
Madhya Pradesh,2018,1,462001,27351
Madhya Pradesh,2018,1,482001,26665
Madhya Pradesh,2018,1,452016,25256
Madhya Pradesh,2018,1,457001,24909
Madhya Pradesh,2018,1,485001,24806
Madhya Pradesh,2018,1,462022,24661
Madhya Pradesh,2018,2,452001,55837
Madhya Pradesh,2018,2,452010,52677
Madhya Pradesh,2018,2,455001,50091
Madhya Pradesh,2018,2,482002,49877
Madhya Pradesh,2018,2,462001,36311
Madhya Pradesh,2018,2,482001,35303
Madhya Pradesh,2018,2,457001,33608
Madhya Pradesh,2018,2,452016,32883
Madhya Pradesh,2018,2,480001,32800
Madhya Pradesh,2018,2,485001,32316
Madhya Pradesh,2018,3,452001,67243
Madhya Pradesh,2018,3,452010,63537
Madhya Pradesh,2018,3,455001,61117
Madhya Pradesh,2018,3,482002,60999
Madhya Pradesh,2018,3,462001,43609
Madhya Pradesh,2018,3,482001,43593
Madhya Pradesh,2018,3,457001,41975
Madhya Pradesh,2018,3,480001,40061
Madhya Pradesh,2018,3,452016,39967
Madhya Pradesh,2018,3,485001,39351
Madhya Pradesh,2018,4,452001,81206
Madhya Pradesh,2018,4,482002,77791
Madhya Pradesh,2018,4,452010,76811
Madhya Pradesh,2018,4,455001,73952
Madhya Pradesh,2018,4,462001,54496
Madhya Pradesh,2018,4,482001,54390
Madhya Pradesh,2018,4,457001,51238
Madhya Pradesh,2018,4,480001,50803
Madhya Pradesh,2018,4,485001,50329
Madhya Pradesh,2018,4,452016,48626
Madhya Pradesh,2019,1,452001,94894
Madhya Pradesh,2019,1,482002,92148
Madhya Pradesh,2019,1,452010,89541
Madhya Pradesh,2019,1,455001,87837
Madhya Pradesh,2019,1,462001,65450
Madhya Pradesh,2019,1,482001,64389
Madhya Pradesh,2019,1,457001,61687
Madhya Pradesh,2019,1,480001,60744
Madhya Pradesh,2019,1,485001,59332
Madhya Pradesh,2019,1,452016,57554
Madhya Pradesh,2019,2,452001,108587
Madhya Pradesh,2019,2,482002,104846
Madhya Pradesh,2019,2,452010,99616
Madhya Pradesh,2019,2,455001,98265
Madhya Pradesh,2019,2,462001,75250
Madhya Pradesh,2019,2,482001,74711
Madhya Pradesh,2019,2,457001,70728
Madhya Pradesh,2019,2,480001,69139
Madhya Pradesh,2019,2,485001,66578
Madhya Pradesh,2019,2,452016,65634
Madhya Pradesh,2019,3,452001,122796
Madhya Pradesh,2019,3,482002,119882
Madhya Pradesh,2019,3,452010,110196
Madhya Pradesh,2019,3,455001,109090
Madhya Pradesh,2019,3,462001,85889
Madhya Pradesh,2019,3,482001,85035
Madhya Pradesh,2019,3,457001,80045
Madhya Pradesh,2019,3,480001,77495
Madhya Pradesh,2019,3,485001,74626
Madhya Pradesh,2019,3,452016,73956
Madhya Pradesh,2019,4,452001,134323
Madhya Pradesh,2019,4,482002,134193
Madhya Pradesh,2019,4,452010,120352
Madhya Pradesh,2019,4,455001,120057
Madhya Pradesh,2019,4,462001,96155
Madhya Pradesh,2019,4,482001,93550
Madhya Pradesh,2019,4,457001,89121
Madhya Pradesh,2019,4,480001,85991
Madhya Pradesh,2019,4,485001,82766
Madhya Pradesh,2019,4,452016,81668
Madhya Pradesh,2020,1,482002,146207
Madhya Pradesh,2020,1,452001,144699
Madhya Pradesh,2020,1,455001,130830
Madhya Pradesh,2020,1,452010,129645
Madhya Pradesh,2020,1,462001,106091
Madhya Pradesh,2020,1,482001,101513
Madhya Pradesh,2020,1,457001,98886
Madhya Pradesh,2020,1,480001,94636
Madhya Pradesh,2020,1,485001,90615
Madhya Pradesh,2020,1,452016,89460
Madhya Pradesh,2020,2,482002,158954
Madhya Pradesh,2020,2,452001,153695
Madhya Pradesh,2020,2,455001,144023
Madhya Pradesh,2020,2,452010,139367
Madhya Pradesh,2020,2,462001,116167
Madhya Pradesh,2020,2,457001,111581
Madhya Pradesh,2020,2,482001,110268
Madhya Pradesh,2020,2,480001,104519
Madhya Pradesh,2020,2,452016,98532
Madhya Pradesh,2020,2,485001,98080
Madhya Pradesh,2020,3,482002,173274
Madhya Pradesh,2020,3,452001,162767
Madhya Pradesh,2020,3,455001,155823
Madhya Pradesh,2020,3,452010,149318
Madhya Pradesh,2020,3,462001,127166
Madhya Pradesh,2020,3,457001,122974
Madhya Pradesh,2020,3,482001,119294
Madhya Pradesh,2020,3,480001,114237
Madhya Pradesh,2020,3,485001,107317
Madhya Pradesh,2020,3,452016,107084
Madhya Pradesh,2020,4,482002,188460
Madhya Pradesh,2020,4,452001,173333
Madhya Pradesh,2020,4,455001,167885
Madhya Pradesh,2020,4,452010,160146
Madhya Pradesh,2020,4,462001,138574
Madhya Pradesh,2020,4,457001,134427
Madhya Pradesh,2020,4,482001,128730
Madhya Pradesh,2020,4,480001,124525
Madhya Pradesh,2020,4,474001,116379
Madhya Pradesh,2020,4,452016,116281
Madhya Pradesh,2021,1,482002,202915
Madhya Pradesh,2021,1,452001,185582
Madhya Pradesh,2021,1,455001,180488
Madhya Pradesh,2021,1,452010,171754
Madhya Pradesh,2021,1,462001,149137
Madhya Pradesh,2021,1,457001,145248
Madhya Pradesh,2021,1,482001,138100
Madhya Pradesh,2021,1,480001,134163
Madhya Pradesh,2021,1,474001,125599
Madhya Pradesh,2021,1,485001,125104
Madhya Pradesh,2021,2,482002,216522
Madhya Pradesh,2021,2,452001,198059
Madhya Pradesh,2021,2,455001,193208
Madhya Pradesh,2021,2,452010,183345
Madhya Pradesh,2021,2,462001,159236
Madhya Pradesh,2021,2,457001,155865
Madhya Pradesh,2021,2,482001,147363
Madhya Pradesh,2021,2,480001,143414
Madhya Pradesh,2021,2,474001,134469
Madhya Pradesh,2021,2,485001,133879
Madhya Pradesh,2021,3,482002,231582
Madhya Pradesh,2021,3,452001,211664
Madhya Pradesh,2021,3,455001,207599
Madhya Pradesh,2021,3,452010,196173
Madhya Pradesh,2021,3,462001,170393
Madhya Pradesh,2021,3,457001,167859
Madhya Pradesh,2021,3,482001,157536
Madhya Pradesh,2021,3,480001,153878
Madhya Pradesh,2021,3,474001,144518
Madhya Pradesh,2021,3,485001,143700
Madhya Pradesh,2021,4,482002,246911
Madhya Pradesh,2021,4,452001,225433
Madhya Pradesh,2021,4,455001,222066
Madhya Pradesh,2021,4,452010,208931
Madhya Pradesh,2021,4,462001,181784
Madhya Pradesh,2021,4,457001,179603
Madhya Pradesh,2021,4,482001,167796
Madhya Pradesh,2021,4,480001,164329
Madhya Pradesh,2021,4,474001,154609
Madhya Pradesh,2021,4,485001,153628
Madhya Pradesh,2022,1,482002,261115
Madhya Pradesh,2022,1,452001,238296
Madhya Pradesh,2022,1,455001,235768
Madhya Pradesh,2022,1,452010,220888
Madhya Pradesh,2022,1,462001,192336
Madhya Pradesh,2022,1,457001,190837
Madhya Pradesh,2022,1,482001,177586
Madhya Pradesh,2022,1,480001,174161
Madhya Pradesh,2022,1,474001,164039
Madhya Pradesh,2022,1,485001,163020
Madhya Pradesh,2022,2,482002,274815
Madhya Pradesh,2022,2,452001,250461
Madhya Pradesh,2022,2,455001,248656
Madhya Pradesh,2022,2,452010,232223
Madhya Pradesh,2022,2,462001,202395
Madhya Pradesh,2022,2,457001,201497
Madhya Pradesh,2022,2,482001,186815
Madhya Pradesh,2022,2,480001,183624
Madhya Pradesh,2022,2,474001,173002
Madhya Pradesh,2022,2,485001,172044
Madhya Pradesh,2022,3,482002,288913
Madhya Pradesh,2022,3,452001,263235
Madhya Pradesh,2022,3,455001,262081
Madhya Pradesh,2022,3,452010,243950
Madhya Pradesh,2022,3,462001,212978
Madhya Pradesh,2022,3,457001,212433
Madhya Pradesh,2022,3,482001,196282
Madhya Pradesh,2022,3,480001,193259
Madhya Pradesh,2022,3,474001,182361
Madhya Pradesh,2022,3,485001,181296
Madhya Pradesh,2022,4,482002,303133
Madhya Pradesh,2022,4,452001,276072
Madhya Pradesh,2022,4,455001,274876
Madhya Pradesh,2022,4,452010,255626
Madhya Pradesh,2022,4,462001,223606
Madhya Pradesh,2022,4,457001,223077
Madhya Pradesh,2022,4,482001,205810
Madhya Pradesh,2022,4,480001,202602
Madhya Pradesh,2022,4,474001,191690
Madhya Pradesh,2022,4,485001,190477
Madhya Pradesh,2023,1,482002,317133
Madhya Pradesh,2023,1,452001,288286
Madhya Pradesh,2023,1,455001,287746
Madhya Pradesh,2023,1,452010,266938
Madhya Pradesh,2023,1,462001,233726
Madhya Pradesh,2023,1,457001,233495
Madhya Pradesh,2023,1,482001,215070
Madhya Pradesh,2023,1,480001,211859
Madhya Pradesh,2023,1,474001,200550
Madhya Pradesh,2023,1,485001,199604
Madhya Pradesh,2023,2,482002,328764
Madhya Pradesh,2023,2,455001,299405
Madhya Pradesh,2023,2,452001,298290
Madhya Pradesh,2023,2,452010,276442
Madhya Pradesh,2023,2,457001,243148
Madhya Pradesh,2023,2,462001,242442
Madhya Pradesh,2023,2,482001,222664
Madhya Pradesh,2023,2,480001,220177
Madhya Pradesh,2023,2,474001,208417
Madhya Pradesh,2023,2,485001,207361
Madhya Pradesh,2023,3,482002,341355
Madhya Pradesh,2023,3,455001,311925
Madhya Pradesh,2023,3,452001,309315
Madhya Pradesh,2023,3,452010,286991
Madhya Pradesh,2023,3,457001,253258
Madhya Pradesh,2023,3,462001,252027
Madhya Pradesh,2023,3,482001,231205
Madhya Pradesh,2023,3,480001,228883
Madhya Pradesh,2023,3,474001,216725
Madhya Pradesh,2023,3,485001,215698
Madhya Pradesh,2023,4,482002,353272
Madhya Pradesh,2023,4,455001,323082
Madhya Pradesh,2023,4,452001,319497
Madhya Pradesh,2023,4,452010,296338
Madhya Pradesh,2023,4,457001,262675
Madhya Pradesh,2023,4,462001,260836
Madhya Pradesh,2023,4,482001,238911
Madhya Pradesh,2023,4,480001,237094
Madhya Pradesh,2023,4,474001,224169
Madhya Pradesh,2023,4,485001,223650
Maharashtra,2018,1,410501,55174
Maharashtra,2018,1,411057,54638
Maharashtra,2018,1,411033,53647
Maharashtra,2018,1,411014,52495
Maharashtra,2018,1,431003,49627
Maharashtra,2018,1,421302,48926
Maharashtra,2018,1,421201,46211
Maharashtra,2018,1,410206,44726
Maharashtra,2018,1,411041,41663
Maharashtra,2018,1,411046,41385
Maharashtra,2018,2,410501,72841
Maharashtra,2018,2,411057,69458
Maharashtra,2018,2,411033,68851
Maharashtra,2018,2,411014,68126
Maharashtra,2018,2,421302,68039
Maharashtra,2018,2,431003,64163
Maharashtra,2018,2,421201,62765
Maharashtra,2018,2,410206,61067
Maharashtra,2018,2,411046,54537
Maharashtra,2018,2,411041,53923
Maharashtra,2018,3,410501,91512
Maharashtra,2018,3,421302,88889
Maharashtra,2018,3,411057,84490
Maharashtra,2018,3,411014,84300
Maharashtra,2018,3,411033,82739
Maharashtra,2018,3,421201,80013
Maharashtra,2018,3,410206,77756
Maharashtra,2018,3,431003,76860
Maharashtra,2018,3,400072,67915
Maharashtra,2018,3,411046,67300
Maharashtra,2018,4,421302,130390
Maharashtra,2018,4,410501,113676
Maharashtra,2018,4,421201,106288
Maharashtra,2018,4,411014,106132
Maharashtra,2018,4,411057,103325
Maharashtra,2018,4,410206,102393
Maharashtra,2018,4,411033,102306
Maharashtra,2018,4,431003,93461
Maharashtra,2018,4,411028,88343
Maharashtra,2018,4,400072,87905
Maharashtra,2019,1,421302,164019
Maharashtra,2019,1,410501,137359
Maharashtra,2019,1,421201,133341
Maharashtra,2019,1,410206,129314
Maharashtra,2019,1,411014,126623
Maharashtra,2019,1,411033,123678
Maharashtra,2019,1,411057,120482
Maharashtra,2019,1,431003,110778
Maharashtra,2019,1,400072,105695
Maharashtra,2019,1,411028,105603
Maharashtra,2019,2,421302,190214
Maharashtra,2019,2,410501,156028
Maharashtra,2019,2,421201,153146
Maharashtra,2019,2,410206,151268
Maharashtra,2019,2,411014,143887
Maharashtra,2019,2,411033,141507
Maharashtra,2019,2,411057,134886
Maharashtra,2019,2,431003,124330
Maharashtra,2019,2,411046,122222
Maharashtra,2019,2,411028,120199
Maharashtra,2019,3,421302,217009
Maharashtra,2019,3,410501,175465
Maharashtra,2019,3,410206,172371
Maharashtra,2019,3,421201,171833
Maharashtra,2019,3,411014,160987
Maharashtra,2019,3,411033,159530
Maharashtra,2019,3,411057,149071
Maharashtra,2019,3,411046,140288
Maharashtra,2019,3,431003,139768
Maharashtra,2019,3,411028,134946
Maharashtra,2019,4,421302,243170
Maharashtra,2019,4,410501,194467
Maharashtra,2019,4,410206,190844
Maharashtra,2019,4,421201,186756
Maharashtra,2019,4,411014,174293
Maharashtra,2019,4,411033,173559
Maharashtra,2019,4,411057,159468
Maharashtra,2019,4,411046,154739
Maharashtra,2019,4,431003,154167
Maharashtra,2019,4,411028,146715
Maharashtra,2020,1,421302,270275
Maharashtra,2020,1,410501,212525
Maharashtra,2020,1,410206,208988
Maharashtra,2020,1,421201,201500
Maharashtra,2020,1,411014,186363
Maharashtra,2020,1,411033,186165
Maharashtra,2020,1,411046,168527
Maharashtra,2020,1,411057,168309
Maharashtra,2020,1,431003,166778
Maharashtra,2020,1,411028,157439
Maharashtra,2020,2,421302,298762
Maharashtra,2020,2,410206,228984
Maharashtra,2020,2,410501,227567
Maharashtra,2020,2,421201,219871
Maharashtra,2020,2,411033,196984
Maharashtra,2020,2,411014,195723
Maharashtra,2020,2,411046,180438
Maharashtra,2020,2,431003,179082
Maharashtra,2020,2,411057,174526
Maharashtra,2020,2,421301,171283
Maharashtra,2020,3,421302,328833
Maharashtra,2020,3,410206,249631
Maharashtra,2020,3,410501,246816
Maharashtra,2020,3,421201,237605
Maharashtra,2020,3,411033,210139
Maharashtra,2020,3,411014,207577
Maharashtra,2020,3,411046,194368
Maharashtra,2020,3,431003,192623
Maharashtra,2020,3,421301,186022
Maharashtra,2020,3,411057,183054
Maharashtra,2020,4,421302,365506
Maharashtra,2020,4,410206,275019
Maharashtra,2020,4,410501,272167
Maharashtra,2020,4,421201,259489
Maharashtra,2020,4,411033,226460
Maharashtra,2020,4,411014,223378
Maharashtra,2020,4,411046,211381
Maharashtra,2020,4,431003,207632
Maharashtra,2020,4,421301,203721
Maharashtra,2020,4,400612,198677
Maharashtra,2021,1,421302,396179
Maharashtra,2021,1,410206,296340
Maharashtra,2021,1,410501,294563
Maharashtra,2021,1,421201,278568
Maharashtra,2021,1,411033,242613
Maharashtra,2021,1,411014,239079
Maharashtra,2021,1,411046,227047
Maharashtra,2021,1,431003,222366
Maharashtra,2021,1,421301,219310
Maharashtra,2021,1,400612,215326
Maharashtra,2021,2,421302,424376
Maharashtra,2021,2,410206,316643
Maharashtra,2021,2,410501,314922
Maharashtra,2021,2,421201,297460
Maharashtra,2021,2,411033,258524
Maharashtra,2021,2,411014,254412
Maharashtra,2021,2,411046,241933
Maharashtra,2021,2,431003,236990
Maharashtra,2021,2,421301,234225
Maharashtra,2021,2,400612,230486
Maharashtra,2021,3,421302,456284
Maharashtra,2021,3,410206,339230
Maharashtra,2021,3,410501,338109
Maharashtra,2021,3,421201,318461
Maharashtra,2021,3,411033,276031
Maharashtra,2021,3,411014,271372
Maharashtra,2021,3,411046,258494
Maharashtra,2021,3,431003,253190
Maharashtra,2021,3,421301,250903
Maharashtra,2021,3,400612,247336
Maharashtra,2021,4,421302,488443
Maharashtra,2021,4,410501,361651
Maharashtra,2021,4,410206,361639
Maharashtra,2021,4,421201,339622
Maharashtra,2021,4,411033,293493
Maharashtra,2021,4,411014,288386
Maharashtra,2021,4,411046,275050
Maharashtra,2021,4,431003,269570
Maharashtra,2021,4,421301,267613
Maharashtra,2021,4,400612,264454
Maharashtra,2022,1,421302,518716
Maharashtra,2022,1,410501,383878
Maharashtra,2022,1,410206,382909
Maharashtra,2022,1,421201,359195
Maharashtra,2022,1,411033,309834
Maharashtra,2022,1,411014,304204
Maharashtra,2022,1,411046,290395
Maharashtra,2022,1,431003,285232
Maharashtra,2022,1,421301,283274
Maharashtra,2022,1,400612,280349
Maharashtra,2022,2,421302,547501
Maharashtra,2022,2,410501,405030
Maharashtra,2022,2,410206,402926
Maharashtra,2022,2,421201,377989
Maharashtra,2022,2,411033,325347
Maharashtra,2022,2,411014,319102
Maharashtra,2022,2,411046,304859
Maharashtra,2022,2,431003,299893
Maharashtra,2022,2,421301,298201
Maharashtra,2022,2,400612,295518
Maharashtra,2022,3,421302,577754
Maharashtra,2022,3,410501,426978
Maharashtra,2022,3,410206,423682
Maharashtra,2022,3,421201,397304
Maharashtra,2022,3,411033,341226
Maharashtra,2022,3,411014,334370
Maharashtra,2022,3,411046,319916
Maharashtra,2022,3,431003,315106
Maharashtra,2022,3,421301,313660
Maharashtra,2022,3,400612,311391
Maharashtra,2022,4,421302,608005
Maharashtra,2022,4,410501,448917
Maharashtra,2022,4,410206,443926
Maharashtra,2022,4,421201,416996
Maharashtra,2022,4,411033,357121
Maharashtra,2022,4,411014,349702
Maharashtra,2022,4,411046,335006
Maharashtra,2022,4,431003,330549
Maharashtra,2022,4,421301,329184
Maharashtra,2022,4,400612,327401
Maharashtra,2023,1,421302,636458
Maharashtra,2023,1,410501,469695
Maharashtra,2023,1,410206,463523
Maharashtra,2023,1,421201,435681
Maharashtra,2023,1,411033,372363
Maharashtra,2023,1,411014,364299
Maharashtra,2023,1,411046,349377
Maharashtra,2023,1,431003,345051
Maharashtra,2023,1,421301,343824
Maharashtra,2023,1,400612,342471
Maharashtra,2023,2,421302,662196
Maharashtra,2023,2,410501,488059
Maharashtra,2023,2,410206,480675
Maharashtra,2023,2,421201,451655
Maharashtra,2023,2,411033,384994
Maharashtra,2023,2,411014,376210
Maharashtra,2023,2,411046,361178
Maharashtra,2023,2,431003,357173
Maharashtra,2023,2,421301,356662
Maharashtra,2023,2,400612,356058
Maharashtra,2023,3,421302,688520
Maharashtra,2023,3,410501,507190
Maharashtra,2023,3,410206,499001
Maharashtra,2023,3,421201,468655
Maharashtra,2023,3,411033,398622
Maharashtra,2023,3,411014,389628
Maharashtra,2023,3,411046,374188
Maharashtra,2023,3,431003,370416
Maharashtra,2023,3,400612,370074
Maharashtra,2023,3,421301,370025
Maharashtra,2023,4,421302,714635
Maharashtra,2023,4,410501,525446
Maharashtra,2023,4,410206,516527
Maharashtra,2023,4,421201,484995
Maharashtra,2023,4,411033,411374
Maharashtra,2023,4,411014,401712
Maharashtra,2023,4,411046,386363
Maharashtra,2023,4,400612,383749
Maharashtra,2023,4,431003,383292
Maharashtra,2023,4,421301,382867
Manipur,2018,1,795004,5825
Manipur,2018,1,795001,2063
Manipur,2018,1,795138,1608
Manipur,2018,1,795008,1230
Manipur,2018,1,795133,1211
Manipur,2018,1,795002,1189
Manipur,2018,1,795130,1034
Manipur,2018,1,795149,1034
Manipur,2018,1,795009,970
Manipur,2018,1,795010,948
Manipur,2018,2,795004,8370
Manipur,2018,2,795001,3001
Manipur,2018,2,795138,2602
Manipur,2018,2,795133,1893
Manipur,2018,2,795130,1795
Manipur,2018,2,795149,1775
Manipur,2018,2,795008,1773
Manipur,2018,2,795002,1728
Manipur,2018,2,795148,1539
Manipur,2018,2,795103,1516
Manipur,2018,3,795004,10911
Manipur,2018,3,795001,4101
Manipur,2018,3,795138,3219
Manipur,2018,3,795133,2534
Manipur,2018,3,795002,2316
Manipur,2018,3,795008,2279
Manipur,2018,3,795103,2219
Manipur,2018,3,795130,2128
Manipur,2018,3,795149,2114
Manipur,2018,3,795148,2056
Manipur,2018,4,795004,14342
